Konto;Kontobeschriftung;SprachId;Kontenrahmen
1772;VAT on intra-EU acquisitions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1774;VAT on intra-EU acquisitions, 19%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1776;VAT, 19%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1777;VAT intra-EU supl. goods dmstc txation;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1778;VAT int-EU suppl gds dmstc txation 19%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1779;VAT intra-EU acqstn no input tax dedctn;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1780;VAT prepayments;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1781;VAT prepayments 1/11;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1782;Back taxes, VAT return line 65;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1783;Incorrect/invalid invoiced taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1784;VAT intra-EU acqstn. vehicles w/o VAT-ID;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1785;VAT under section 13b UStG;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1787;VAT under section 13b UStG, 19%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1788;Acquisition tax deferred until;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1789;VAT, current year;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1790;VAT, previous year;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1791;VAT, earlier years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1792;Other allocation accs (interim accs);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1793;Allctn acc prepymts pstd via pybls acc;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1794;VAT last purchaser trian. trans.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1795;Social security liablts (sec 4/3 EStG);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1796;Issued gift tokens;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1797;VAT liabilities;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1800;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1801;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1802;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1803;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1804;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1805;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1806;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1807;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1808;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1809;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1810;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1811;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1812;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1813;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1814;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1815;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1816;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1817;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1818;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1819;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1820;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1821;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1822;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1823;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1824;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1825;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1826;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1827;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1828;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1829;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1830;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1831;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1832;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1833;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1834;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1835;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1836;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1837;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1838;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1839;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1840;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1841;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1842;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1843;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1844;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1845;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1846;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1847;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1848;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1849;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1850;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1851;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1852;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1853;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1854;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1855;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1856;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1857;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1858;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1859;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1860;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1861;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1862;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1863;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1864;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1865;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1866;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1867;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1868;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1869;Cost of real estate (VAT key possible);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1870;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1871;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1872;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1873;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1874;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1875;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1876;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1877;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1878;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1879;Income real estate (VAT key possible);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1880;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1881;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1882;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1883;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1884;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1885;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1886;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1887;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1888;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1889;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1890;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1891;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1892;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1893;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1894;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1895;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1896;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1897;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1898;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1899;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1900;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1901;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1902;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1903;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1904;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1905;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1906;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1907;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1908;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1909;Private withdrawals, general;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1910;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1911;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1912;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1913;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1914;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1915;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1916;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1917;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1918;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1919;Private taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1920;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1921;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1922;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1923;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1924;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1925;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1926;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1927;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1928;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1929;Spec. pers. dedctns, partly dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1930;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1931;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1932;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1933;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1934;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1935;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1936;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1937;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1938;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1939;Spec. pers. dedctns, fully deductible;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1940;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1941;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1942;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1943;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1944;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1945;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1946;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1947;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1948;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1949;Non-cash benefits, donations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1950;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1951;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1952;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1953;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1954;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1955;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1956;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1957;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1958;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1959;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1960;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1961;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1962;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1963;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1964;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1965;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1966;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1967;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1968;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1969;Cost of real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1970;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1971;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1972;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1973;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1974;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1975;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1976;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1977;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1978;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1979;Income from real estate;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1980;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1981;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1982;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1983;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1984;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1985;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1986;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1987;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1988;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1989;Non-cash withdrawals;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1990;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1991;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1992;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1993;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1994;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1995;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1996;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1997;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1998;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
1999;Private contributions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2000;Extraordinary expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2001;Extrdnry expns, clfd as financial expns;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2004;Losses from mergers and reorganisations;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2005;Extrdnry expns, not clfd as fin. expns;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2006;Losses from extraordinary damage;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2007;Restructuring and reorganisation costs;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2008;Losses disp./discont business activities;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2010;Non-operating expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2020;Prior-period expns if not extraordinary;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2090;Extrdnry expns appl. transitnl. provsns;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2091;Extr.incm.appl. t/p (provsns f pensions);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2092;Extr.incm.appl. t/p (accntng conven.);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2094;Extr.incm.appl. t/p (deferred taxes);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2100;Interest and similar expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2102;Non-ded. oth. incid. charges, s. 4/5b;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2103;Dedctbl other incid. charges reltd taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2104;N-dedctbl oth incid.charges reltd. taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2105;Int. expn., sec 233a AO, sec 4(5b) EStG;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2106;Disc. incr. corp income tax KStG s.38;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2107;Int. expns, sec 233a AO, operating taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2108;Int. expns, s. 233a-237 AO, pers. taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2109;Interest expenses affiliated companies;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2110;Interest expense on short-term debt;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2113;N-dedctbl int. long-term debt 4(4a) EStG;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2114;Interest on shareholder loans;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2115;Interest sim. expenses ptly non-dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2116;Int. sim. exp affil. compan.ptly non-ded;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2117;Interest shareholder with equity > 25%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2118;Interest on rcvbls/  payables accounts;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2119;Int expns short-tm liabs affil. compan.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2120;Interest expense on long-term debt;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2123;Amortisation of discount for financing;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2124;Amort. discount for financing fxd. ass.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2125;Int. expns for bldgs clfd as op. assets;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2126;Borrowing costs for fixed assets;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2127;Annuities and recurrent payments;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2128;Int.exp. to prtnrs, s. 15 EStG (SBI);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2129;Int. expns. l-t liablts affil. compan.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2130;Discount expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2139;Discount expenses affiliated companies;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2140;Expenses similar to interest expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2141;Loan commissions/ admin.cost contrb.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2142;Int. cost additions to pension provsns.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2143;Interest expenses fr discount liablts;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2144;Interest expenses fr discount provisions;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2145;Int.exp.disc.provsns pnsn.sim./comp.obl.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2146;Int.exp.disc.provsns pens., offsetting;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2147;Expns ass. offsetting s 246(2) HGB;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2148;Int. exp. disc. of provsns, non-dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2149;Expns sim. to int. expns affil. compan.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2150;Currency translation losses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2151;Cur. transl. losses (not s. 256a HGB);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2166;Expenses remeasurement cash funds;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2170;Non-deductible input tax;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2171;Non-deductible input tax, 7%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2176;Non-deductible input tax, 19%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2200;Corporate income tax;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2203;Corporate income tax for prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2204;Corp. incm tax refunds prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2208;Solidarity surcharge;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2209;Solidarity surcharge for prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2210;Solidarity surcharge refunds prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2213;Withholding tax investment income, 25%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2216;Soliarity surcharge withholding tax 25%;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2219;Deductible foreign withholding tax;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2250;Expns addns./reversals deferred taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2255;Income addns./reversals deferred taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2260;Expn. addn. provsns. for taxes (BStBK);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2265;Incm rvrsl provsns  f. taxes (BStBK);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2280;Backpaymts of trade tax for prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2281;Backp/refunds trade tax pr yrs, s 4/5;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2282;Refunds of trade tax for prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2283;Income fr. reversal  trade tax, pr yrs;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2284;Income from reversal of trade tax provsn;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2285;Backpayments of othr txs for prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2287;Refunds of other taxes f. prior years;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2289;Incm rvrsl of provsns for other taxes;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2300;Other expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2307;Other regular non-operating expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2308;Other non-deductible expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2309;Other infrequent expenses;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2310;Disposals tngbl fxd ass. net carr. amnt.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2311;Dispsl intngbl fxd ass. net carr. amnt.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2312;Dispsl long-tm fin. ass. net carr. amnt.;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2313;Dispsl. l-t fn. ass.ptly n-dedctbl;en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2315;Disposals tngbl. fxd assets (book gain);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2316;Dispsl intngbl fixed ass. (book gain);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2317;Dispsl long-term fin assets (book gain);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
2318;Dispsl l-t fin ass. ptly t-e (book gain);en_US;C76385D3874B4775B28CEC5ECBCE1E5B
